2020-04-29 17:29:11,246 INFO [] 
2020-04-29 17:29:18,724 INFO [] 
2020-04-29 17:29:20,057 INFO [] 
2020-04-29 17:29:20,202 INFO [] 
2020-04-29 17:29:22,295 INFO [] 
2020-04-29 17:29:33,836 INFO [] 
2020-04-29 17:29:36,941 INFO [] 
2020-04-29 17:29:40,053 INFO [] 
2020-04-29 17:29:43,173 INFO [] 
2020-04-29 17:29:46,276 INFO [] 
2020-04-29 17:29:49,380 INFO [] 
2020-04-29 17:29:52,491 INFO [] 
2020-04-29 17:29:55,592 INFO [] 
2020-04-29 17:29:58,700 INFO [] 
2020-04-29 17:30:07,279 INFO [] 
2020-04-29 17:30:10,382 INFO [] 
2020-04-29 17:30:13,483 INFO [] 
2020-04-29 17:30:16,581 INFO [] 
2020-04-29 17:30:19,689 INFO [] 
2020-04-29 17:30:22,798 INFO [] 
2020-04-29 17:30:25,913 INFO [] 
2020-04-29 17:30:28,996 INFO [] 
2020-04-29 17:30:32,082 INFO [] 
2020-04-29 17:30:35,173 INFO [] 
2020-04-29 17:30:38,272 INFO [] 
2020-04-29 17:30:41,369 INFO [] 
2020-04-29 17:30:44,480 INFO [] 
2020-04-29 17:30:47,589 INFO [] 
2020-04-29 17:30:50,694 INFO [] 
2020-04-29 17:30:53,819 INFO [] 
2020-04-29 17:30:56,929 INFO [] 
2020-04-29 17:31:00,028 INFO [] 
2020-04-29 17:31:03,133 INFO [] 
2020-04-29 17:31:06,230 INFO [] 
2020-04-29 17:31:09,324 INFO [] 
2020-04-29 17:31:12,434 INFO [] 
2020-04-29 17:31:15,542 INFO [] 
2020-04-29 17:31:18,648 INFO [] 
2020-04-29 17:31:21,763 INFO [] 
2020-04-29 17:31:24,856 INFO [] 
2020-04-29 17:31:27,960 INFO [] 
2020-04-29 17:31:31,060 INFO [] 
2020-04-29 17:31:34,152 INFO [] 
2020-04-29 17:31:37,247 INFO [] 
2020-04-29 17:31:40,347 INFO [] 
2020-04-29 17:31:43,434 INFO [] 
2020-04-29 17:31:46,508 INFO [] 
2020-04-29 17:31:49,592 INFO [] 
2020-04-29 17:31:52,709 INFO [] 
2020-04-29 17:31:54,631 INFO [] 
2020-04-29 17:32:08,629 INFO [] 
2020-04-29 17:32:11,760 INFO [] 
2020-04-29 17:32:14,865 INFO [] 
2020-04-29 17:32:17,972 INFO [] 
2020-04-29 17:32:21,089 INFO [] 
2020-04-29 17:32:24,196 INFO [] 
2020-04-29 17:32:27,296 INFO [] 
2020-04-29 17:32:30,405 INFO [] 
2020-04-29 17:32:33,476 INFO [] 
2020-04-29 17:32:36,573 INFO [] 
2020-04-29 17:32:39,670 INFO [] 
2020-04-29 17:32:42,781 INFO [] 
2020-04-29 17:32:45,888 INFO [] 
2020-04-29 17:32:48,965 INFO [] 
2020-04-29 17:32:52,041 INFO [] 
2020-04-29 17:32:55,141 INFO [] 
2020-04-29 17:32:58,244 INFO [] 
2020-04-29 17:33:00,122 INFO [] 
2020-04-29 17:33:14,667 INFO [] 
2020-04-29 17:33:17,836 INFO [] 
2020-04-29 17:33:19,229 INFO [] 
2020-04-29 17:33:22,356 INFO [] 
2020-04-29 17:33:25,483 INFO [] 
2020-04-29 17:33:28,599 INFO [] 
2020-04-29 17:33:31,716 INFO [] 
2020-04-29 17:33:34,820 INFO [] 
2020-04-29 17:33:37,932 INFO [] 
2020-04-29 17:33:41,044 INFO [] 
2020-04-29 17:33:44,144 INFO [] 
2020-04-29 17:33:47,222 INFO [] 
2020-04-29 17:33:50,350 INFO [] 
2020-04-29 17:33:53,449 INFO [] 
2020-04-29 17:33:56,555 INFO [] 
2020-04-29 17:33:59,660 INFO [] 
2020-04-29 17:34:02,749 INFO [] 
2020-04-29 17:34:05,853 INFO [] 
2020-04-29 17:34:08,961 INFO [] 
2020-04-29 17:34:12,057 INFO [] 
2020-04-29 17:34:15,147 INFO [] 
2020-04-29 17:34:16,968 INFO [] 
2020-04-29 17:34:28,261 INFO [] 
2020-04-29 17:34:31,339 INFO [] 
2020-04-29 17:34:34,416 INFO [] 
2020-04-29 17:34:37,498 INFO [] 
2020-04-29 17:34:40,575 INFO [] 
2020-04-29 17:34:43,661 INFO [] 
2020-04-29 17:34:46,748 INFO [] 
2020-04-29 17:34:55,656 INFO [] 
2020-04-29 17:34:58,769 INFO [] 
2020-04-29 17:35:02,035 INFO [] 
2020-04-29 17:35:05,151 INFO [] 
2020-04-29 17:35:08,296 INFO [] 
2020-04-29 17:35:11,402 INFO [] 
2020-04-29 17:35:14,491 INFO [] 
2020-04-29 17:35:17,620 INFO [] 
2020-04-29 17:35:20,719 INFO [] 
2020-04-29 17:35:23,838 INFO [] 
2020-04-29 17:35:27,858 INFO [] 
