2020-04-29 16:29:41,133 INFO [] 
2020-04-29 16:29:49,311 INFO [] 
2020-04-29 16:29:50,622 INFO [] 
2020-04-29 16:29:50,772 INFO [] 
2020-04-29 16:29:52,864 INFO [] 
2020-04-29 16:30:04,341 INFO [] 
2020-04-29 16:30:07,444 INFO [] 
2020-04-29 16:30:10,559 INFO [] 
2020-04-29 16:30:13,656 INFO [] 
2020-04-29 16:30:16,762 INFO [] 
2020-04-29 16:30:19,868 INFO [] 
2020-04-29 16:30:22,967 INFO [] 
2020-04-29 16:30:31,291 INFO [] 
2020-04-29 16:30:34,396 INFO [] 
2020-04-29 16:30:37,493 INFO [] 
2020-04-29 16:30:40,596 INFO [] 
2020-04-29 16:30:42,495 INFO [] 
2020-04-29 16:30:54,402 INFO [] 
2020-04-29 16:30:57,515 INFO [] 
2020-04-29 16:31:00,611 INFO [] 
2020-04-29 16:31:03,704 INFO [] 
2020-04-29 16:31:06,806 INFO [] 
2020-04-29 16:31:09,901 INFO [] 
2020-04-29 16:31:11,684 INFO [] 
2020-04-29 16:31:23,334 INFO [] 
2020-04-29 16:31:26,448 INFO [] 
2020-04-29 16:31:29,558 INFO [] 
2020-04-29 16:31:31,365 INFO [] 
2020-04-29 16:31:42,765 INFO [] 
2020-04-29 16:31:45,874 INFO [] 
2020-04-29 16:31:47,646 INFO [] 
2020-04-29 16:31:59,380 INFO [] 
2020-04-29 16:32:02,482 INFO [] 
2020-04-29 16:32:05,571 INFO [] 
2020-04-29 16:32:07,376 INFO [] 
2020-04-29 16:32:19,307 INFO [] 
2020-04-29 16:32:22,422 INFO [] 
2020-04-29 16:32:25,601 INFO [] 
2020-04-29 16:32:28,719 INFO [] 
2020-04-29 16:32:31,809 INFO [] 
2020-04-29 16:32:34,962 INFO [] 
2020-04-29 16:32:35,995 ERROR 未通过 ===> 测试用例编号：64, 测试用例条目：点击资源统计-动画资源 
